Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02 00:00:00,91,91.5,90.30000305,90.80000305,75.55364227,20758722
2020-01-03 00:00:00,91.40000153,92.19999695,90.80000305,91.59999847,76.21931458,37936877
2020-01-06 00:00:00,91.09999847,91.09999847,90.09999847,90.5,75.30401611,26352522
2020-01-07 00:00:00,90.5,91,88.30000305,89.09999847,74.13909912,42728140
2020-01-08 00:00:00,87.90000153,88.09999847,86.5,86.5,71.97566986,56101121
2020-01-09 00:00:00,87.30000305,87.69999695,87,87.09999847,72.47491455,28192381
2020-01-10 00:00:00,88,89,87.5,89,74.05589294,32264863
2020-01-13 00:00:00,89.69999695,89.69999695,88.59999847,89.59999847,74.55513763,23369554
2020-01-14 00:00:00,90,90.09999847,89.59999847,90,74.88796997,18618838
2020-01-15 00:00:00,90,90.30000305,89.5,89.90000153,74.80476379,23798041
2020-01-16 00:00:00,89.80000305,90.19999695,89.40000153,90,74.88796997,19281565
2020-01-17 00:00:00,91,92.40000153,91,92.30000305,76.8017807,77634511
2020-01-20 00:00:00,92.69999695,93.40000153,92.09999847,92.30000305,76.8017807,35277412
2020-01-30 00:00:00,85.5,86.19999695,83.09999847,83.09999847,69.14655304,153608274
2020-01-31 00:00:00,83,84.90000153,82.59999847,83.19999695,69.22976685,69486948
2020-02-03 00:00:00,79.5,82.30000305,77.30000305,82.19999695,68.39768982,66666856
2020-02-04 00:00:00,91.5,91.69999695,82.19999695,82.19999695,68.39768982,45872853
2020-02-05 00:00:00,82.19999695,82.69999695,81.59999847,82.19999695,68.39768982,47188064
2020-02-06 00:00:00,82.5,83.59999847,82.30000305,83.59999847,69.56260681,43379109
2020-02-07 00:00:00,83.59999847,83.59999847,82.69999695,82.90000153,68.98014832,26495116
2020-02-10 00:00:00,79,82.69999695,78.90000153,82,68.23126221,42505477
2020-02-11 00:00:00,82.59999847,83.40000153,82.09999847,82.90000153,68.98014832,28310130
2020-02-12 00:00:00,83,85.59999847,83,85.5,71.14357758,56443491
2020-02-13 00:00:00,85.80000305,86.30000305,84.69999695,84.69999695,70.47790527,36012520
2020-02-14 00:00:00,84.69999695,85.30000305,84.30000305,84.90000153,70.64432526,21292704
2020-02-17 00:00:00,84.19999695,84.19999695,83.80000305,83.90000153,69.81223297,16771107
2020-02-18 00:00:00,84,84.30000305,83,83.40000153,69.39619446,22611466
2020-02-19 00:00:00,83,84.59999847,82.5,83.80000305,69.72903442,25476407
2020-02-20 00:00:00,84,84.09999847,82.5,82.80000305,68.89694214,35212272
2020-02-21 00:00:00,82.09999847,82.19999695,81.59999847,81.69999695,67.98163605,29778377
2020-02-24 00:00:00,80.59999847,81.40000153,80.19999695,80.69999695,67.14955139,32852370
2020-02-25 00:00:00,80.19999695,82.69999695,79.90000153,82.30000305,68.480896,47213818
2020-02-26 00:00:00,81.19999695,82.19999695,80.69999695,81.09999847,67.48238373,43075406
2020-02-27 00:00:00,80.80000305,81.5,80,80.30000305,66.81671143,53384898
2020-03-02 00:00:00,78.19999695,80.30000305,78.09999847,79.19999695,65.90141296,53792166
2020-03-03 00:00:00,81.09999847,82,80.59999847,81,67.39917755,34822180
2020-03-04 00:00:00,81.5,81.90000153,81.09999847,81.69999695,67.98163605,29037913
2020-03-05 00:00:00,83.30000305,83.59999847,82.59999847,82.69999695,68.8137207,36950021
2020-03-06 00:00:00,81.59999847,81.69999695,80.69999695,80.80000305,67.2327652,38712605
2020-03-09 00:00:00,79.19999695,80.09999847,79.09999847,79.09999847,65.81820679,45009955
2020-03-10 00:00:00,78.5,79.80000305,78.5,79.40000153,66.06783295,37383665
2020-03-11 00:00:00,79.30000305,80.09999847,78.59999847,78.59999847,65.40216827,30546137
2020-03-12 00:00:00,77.40000153,77.5,74.5,74.69999695,62.15702057,85760356
2020-03-13 00:00:00,70,75,69.90000153,74.59999847,62.07380676,108780196
2020-03-16 00:00:00,73.90000153,74.30000305,71.09999847,71.09999847,59.16150284,65223917
2020-03-17 00:00:00,70.09999847,72.80000305,70,70.59999847,58.74545288,69146874
2020-03-18 00:00:00,70.69999695,71.30000305,70,70,58.24620438,75494240
2020-03-19 00:00:00,68.69999695,69.30000305,65.69999695,66.30000305,55.16747665,107246149
2020-03-20 00:00:00,68,71.40000153,68,70.80000305,58.91187668,102757524
2020-03-23 00:00:00,67.5,68.40000153,67,67.5,56.16598129,61288202
2020-03-24 00:00:00,70.59999847,70.69999695,69.09999847,69.40000153,57.74694824,41628933
2020-03-25 00:00:00,71.19999695,72.59999847,71.09999847,71.40000153,59.41112518,53652986
2020-03-26 00:00:00,71.5,71.69999695,70.5,71,59.07828903,38685860
2020-03-27 00:00:00,71.40000153,72.19999695,70,70.09999847,58.32941055,59785740
2020-03-30 00:00:00,69.5,70.30000305,69,70,58.24620438,33595577
2020-03-31 00:00:00,70.09999847,70.5,69.90000153,69.90000153,58.16299438,38298560
2020-04-01 00:00:00,70.5,70.5,70,70,58.24620438,24517865
2020-04-06 00:00:00,70,70.30000305,69.40000153,70.19999695,58.4126091,48957455
2020-04-07 00:00:00,71.40000153,71.90000153,70.80000305,71.19999695,59.24470901,46626787
2020-04-08 00:00:00,71.5,75.30000305,71.40000153,75,62.40664673,90172291
2020-04-09 00:00:00,75.5,75.90000153,73.69999695,74,61.57455826,55267837
2020-04-10 00:00:00,73.5,73.90000153,73.40000153,73.90000153,61.49134445,19079314
2020-04-13 00:00:00,73.80000305,73.90000153,73.09999847,73.09999847,60.82567215,25076651
2020-04-14 00:00:00,73.5,74.5,73.19999695,74.40000153,61.90739441,36772932
2020-04-15 00:00:00,74.5,75.19999695,74.09999847,74.09999847,61.65776443,42208905
2020-04-16 00:00:00,74,75,73.80000305,74,61.57455826,42182293
